Brand Name,Product Name,,Rating,ReviewText
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"Not for everyone - I started using this about two weeks ago. Following the instructions strictly, I have used it 3 times. I felt slight irritation but that's very common with this product. Result - THIS SPOILED MY SKIN. My skin used to be very smooth in texture, after first application I noticed bumps and pimples on my face which wasn't there before. With continuous use, it worsened the perfectly fine skin I had before. It didn't feel just like purging, this product made me break out really bad with acne and cysts. I love other ordinary products I have tried. So I think it's AHA - BHA in general which didn't suit /work for me."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"So I have super sensitive skin, and I knew it was a possibility trying this product, HOWEVER I was completely bamboozled when it worked perfectly the first time! It was amazing, didn’t tingle or anything. About a week and a half later I used it again, upon applying it burned the ever living crap out of my face. I don’t know what was different? It has done the same every time I have applied since and I would have to immediate wipe it off. I wish my skin wasn’t so needy so I could use this product to its full potential :/"
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"This did nothing for my skin. No peeling, no help with discoloration nothing. It didn't matter how long I left it on it was like having deep purple dye on my face. If that's the look your going for do it. But I consider this a waste of coin. Would I buy it again?. That's a big no."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"So I was really excited to try this product out because I've suffered from acne and wanted to use this product to help with the marks and scars left behind, but when I took off the mask, nothing happened. And I don't mean that like I expected for this product to take a layer of my skin off in just application, its just that I felt no tingling, stinging, or any sensation, and when I removed the mask it didn't even leave my face red like my other chemical mask peels. I don't know if I'm doing something wrong, or if it's the product itself, but I was really let down."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I'm thoroughly disappointed with this product. Thus is a review from someone who does not have sensitive skin: I have oily/normal skin. I heard the hype and thought I should check it out.

The last time I had a pimple or breakout was about 6 months ago. I decided to buy this for my black heads, but instead of helping my skin this product gave me a pimple and and skin breakout. I suggest you do not buy this overpriced and skin irritating product."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I saw an ad about this product on IG and I immediately bought it on Amazon, however it doesnt do what it says it does. Been trying this product for almost 2 months now and even though it’s an uncomfortable product to leave on your face because it stings and doesn’t smell nice I kept using it until my acne got worse and my skin looks awful. I’m not sure if this is actually the real product but real or not, it doesn’t work."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"A burning sensation and it was not easy to peel off. I purchased on the recommendation of a dermatologist. Used it once and that’s it. Also, I didn’t see any evidence of dirt or clogged pores pulled off of my skin. However, I did have to wipe it away instead of peeling it off so that could be the reason. Nonetheless it’s in my cabinet taking up space."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"The reviews I read about this product, said there’s a tingle , I felt absolutely nothing. It’s a little unsettling, because I also remember a review that said they purchased this product through amazon and also had no tingle or results. So they purchased it through someone else and the product was totally different, and she did feel the tingle and she also seen results. So I’ll give it a few more try’s and if no results, I will be asking for a refund."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I really wanted to love this product after reading all the reviews but after using it twice, I tried to return. I was unable to as the seller doesn't offer returns. I followed the directions, leaving it on for ten minutes at a time, no more than twice a week. It really burns so it feels like its working but I didn't experience any peeling or flakiness after. There has been no improvement in using this product and it was really a waste for me. I would not recommend."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I've ordered this same product from both ulta and sephora but ordered from amazon for faster delivery.
I' am very familiar with how this product is suppose to feel on the skin, the texture of the liquid and color.
I gave the product I received from amazon the benefit of doubt and waited to see if there are any results and none. I felt absolutely nothing on my skin and no changes."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,Have used before and this isn’t even close to the same product. It was pink water instead of red serum. You are supposed to drop it onto your face and smooth it on but this is literally liquid so it runs right off. I even tried putting it on my fingers with even less luck. Very frustrating and obviously not the real thing. I will go back to ordering from Sephora. It is actually cheaper there.
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,I ordered this product from amazon and tried it a few times with absolutely no burning or tingling and saw zero results. I read so many great reviews and decided to order it directly from sephora. The consistancy and color are not even the same and the product I got from sephora actually tingles and I have seen some good results.so far. Not sure what product amazon is selling but it is definitely not the same.
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I wish I paid more attention to all the reviews on here. There was some sort of disclaimer stating that there is not a plastic seal type thing on the bottle. Perhaps that is why the merchandise arrived looking like the pictures. Live and learn right? This is why it’s best for everyone to order from the actual company, or at least purchase from Ulta and Sephora."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"First time I used it, my skin looked great and glowed. Second time I used it, my skin became angry and broke out like I’ve never ever seen even in my teens.
Now my skin is a mess full of cystic acne. This stuff is strong and will bring everything up to the surface. Not sure if it’s worth it. I stopped using it. Skin is healing. Ugh."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I have only been using this for about a month and have not been impressed so far.

I have had several break-outs and hope it is simply due to the ""purging process"".

Edit as of 7-22....I just used this again and my face broke out with cystic acne within two days.
Do yourself a favor and try the Generation Clay Ultra Violet Brightening Purple Clay Mask if you want a solid alternative."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,So I raced home on my lunch break because I saw my package had been delivered. I was very excited. Until I opened it. The lid was off not at all sealed and there was solution all over the Box I have pictures if I can figure out how to post them. Not impressed and not even sure I will put on my face
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"Many people are complaining about this product
I used it beforehand with no problems and was happy but this particular bottle I don’t know if they changed the formula or what but it burned my skin. Red patch everywhere. Unbearable
Too bad I can’t be refunded . Will not be buying again. Don’t trust it any longer"
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I don’t notice any difference in my skin after using this product. I leave it on for no more than 10 minutes and wash it off as directed, but my skin looks exactly the same as before I applied the product.
This does sting upon applying it to my face, but it doesn’t last long.
I just feel like this product really fell flat and didn’t live up to its claims.

Save your money on this one."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,Never seen a GlySal combo dark brown. I’m an esthetician in California and work with many professional AHA BHA peels. This is not good. I also have resilient skin and can take higher than 30% glycolic acid. This really burned. Further on my resilient skin a 30% should not flake or peel. Glycolic penetrates beyond the epidermis to work below. This isn’t a worthy product and they don’t allow you to return. Hmm wonder why.
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,My skin is a little sensitive but more dry for the most part and I have some discoloration so I was excited to try out this product. But boy was it a big mistake. I couldn’t even leave it on for 2 mins without it intensely burning. I took it off immediately and it has now left my skin very red and splotchy. My face is burning as I type this. This product isn’t for everyone.
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I have used this product twice and cannot see or feel a difference in my skin. I have used peeling solutions before, usually right after your skin is soft and you can see a difference. I don't know if i recieved a defective bottle or what, but there is no difference between using this or putting water on my face.
Not buying again."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"DO NOT BUY. I used it today and it gave me horrible chemical burn, my face stings and is stained bright red. Directions say to use for no more than 10 minutes, this happened after only 3 minutes of use. Not sure if this is the real product or not but it is a complete waste of money."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,It did nothing for me but make a mess it was the messiest thing I’ve ever experienced it was hard to put on without dripping all over the place when it was on it was dripping all over the place it was a mess and it did nothing for me.
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I have this for a few weeks now and it does nothing for me. I will continue to use and maybe apply more in my skin. I think this is just one of those products where “individual results may vary.” But if you don’t mind spending $13 bucks, try it. I’m really into skincare and you have to experiment to see what works!"
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"Like others said, this is not the real product. Ordered from both amazon and Sephora, very different. While the amazon one is thicker, dark reddish-brown, nearly scentless, and no stinging/tingling sensation, the Sephora one is more liquid, a brighter red, has a certain smell, and stings. I believe the Sephora one is the genuine product and recommend buying from them instead."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I’m sorry but this was honestly the worst product so far , I only used it twice and my face broke out
So bad in the next two days... haven’t used it since. My face got clearer but the acne had gotten worse after I brought this product"
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I don;t know if I just got a bad bottle, but this did nothing for me. Many of the reviews (and a few friends) mentioned a burning sensation if you leave it on too long. I do not have that. I left it on for 15 minutes and nothing...I really just wonder if the bottle is bad for some reason..."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"Nothing! I have been using this product for over a week, daily, and have seen nothing. The people writing reviews seem to like it but I have seen no change in any way at all. I will keep using it for another week or so and update my review if there are any changes."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,I would put two stars because my sister said it wasn’t bad on her skin but it was terrible on mine. It burned my skin and left red bumps. It itches and just burned for an hour. I do not recommend if you have sensitive skin.
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I didn’t feel any sensation like burning or tingling. The same peeling solution I purchased from Ulta another day I felt the sensation. And the product I ordered from Amazon, after putting on face it’s feel like I’m putting soap, it’s like white structure."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"Used this for 4 weeks straight and wasn't seeing any difference so stopped using it. After I stopped, I saw no difference of my skin getting worse without the use of this peel so I opted to stay not using a harsh chemical peel on my skin"
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I bought this product on here because I thought the one my sister had ran out. Ordered it but, turns out she did still have hers. I compared the two and her box was totally different the real one was more of a matte box and was wider, the smell was completely different as well:/"
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I have ordered this product from amazon before and the consistency of the peel was thicker, and a darker shade of red. My most recent Bottle is a light red, seems watered down, and there is no sensation on my skin from the acids contained in the peel like there was with other bottles."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I don't know if I had an allergic reaction to this, or if it is normal, but my cheeks got very red and bumpy after using this. I gave it 1 star because I think if you have a reaction to a product there should be a way to return it or get a refund. Unfortunate."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"The best face mask ever, IF purchased from the right seller. I don’t know what I received but it wasn’t The Ordinary masks that first tingles, cleans and leaves your pores invisible when you wash it off. The consistency was watery too instead of thick."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I couldn't leave this on for more than 5 seconds. I used as directed and on contact my skin IMMEDIATELY started burning. Like, unbearable burning. I don't have sensitive skin, either. I'm kinda disappointed that this isn't working for me and I definitely wasted money."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,This product was delivered with a broken seal and a strong scent. I was super excited to get it but disappointed in the delivery of it. Please be careful when ordering from people on Amazon.
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,I used this twice (about one week between uses). Made me break out really badly :( or at least made my closed comedones and pimples much more visible and that was very problematic for me as I am a chronic picker and popper. Big setback. Threw it in the trash.
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,It was okay but not what I expected based on the advertisements.
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I purchased a few Ordinary products from Amazon. I have since stopped doing that as all of them were not only more expensive then purchasing from Deciem, but also seemed very different and I ended up throwing them out."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,I love The Ordinary products. They are of excellent quality for a low price. But the problem was that I bought one product and received another! I ordered The Ordinary Peeling Solutions AHA 30% + BHA 2% and received Granactive Retinoid 5% in Squalane. I'm very disappointed because they put a wrong sticker in the product box.
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,I ordered as Christmas presents because a friend recommended. What a pain- all the bottles were in horrible condition- no plastic preventing bottles from opening (clearly). Now a waste of my time to deal with returning!
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"BURNS!!! Like crazy, learned my lesson. Not for people with SENSITIVE SKIN!"
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I bought this due to seeing it on every social media platform however, when I used it the first time my skin was burning!!!! It was unbelievably painful and had to get rid of it."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"Buen my skin... after the second use my skin was burn and is the only product I’m using at this time!!!

I used it as recommended and still burn me..."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,This product is amazing! The reason I’m giving it a 1 Star is because you can buy this at Ulta for literally 1/3 of the price. I can’t believe I paid triple the price for the same product!
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"This product is not original, it smells like cheap perfume, it paints your face what the original peeling does not. It is a danger that there are people who sell fake products and threaten health. Be very careful when buying. It's not reliable."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I think this is a used product. It wasn’t filled. No seal and when I applied it became like a soapy consistency and was goopy , is that normal ? Plus better to buy directly from site or other retailer. I just don’t trust placing this on my face"
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,This price is ridiculous I got the original for way less (this is three times what it actually costs) at a reputable make up and skin care store. It makes no sense to pay this much. Already returned.
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,I broke out in a rash. It’s been a week and I have little bumps all over my face. I only left it on for 4 minutes. I’m bummed because so many others had good luck with the product.
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"I think I got the bad reseller product. No stinging, no redness, no peeling... no reaction. 13 minutes
I will buy from the ordinary site and let y’all know.
Can’t really say waste of money cause it was so cheap"
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,I ordered this because I was excited to try it the product inside seems to be fine but on the outside it looks like some soap spilled it’s really disgusting and unprofessional.
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"This product is over priced, it only cost 7 dollars at Ulta, and Sephora, plus I did not feel anything different and my face also didn't peel I have been using it for about a month now."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,Does not work . Does not peel . Doesn't do anything . Just looks like it works but it actually doesn't do anything and I've tried a ton of great products that work so I know the difference . Tried this 4xs no results
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,fraudulent product with some sort of detergent added.. just order from ordinary website to avoid the return hassle
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,This product was not authentic. It was diluted and watery. It did not tingle or provide any result. Later found the genuine product selks at Ulta for only $6.00
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,The product is fine but nearly 3x the cost from just buying it from the original creator. I didn’t realize this until later and went and bought way more for cheaper on Deciem.com
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,Only came in that plastic packaging and it looks pretty low to be brand new.
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,I opened the product today to use it was unsealed and the bottle product was low inside it seemed used and watered down from the original thickness the product should be thick. Im returning it but ill replace it from the actual site.
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,This is not the right product. There was no burning or tingling. I bought the peeling solution product off of ulta and I have had great results. Do not buy
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"It started burning 1 minute after I put it on, it didn’t do anything to my skin but make it red, absolutely terrible do not recommend."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,I purchased this product to fade ance scars. My face feels softer after I rinse however no change to scars after 4weeks(2×wk)
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,I am extremely disappointed. I used this product and it burned the skin near my eye. When I did a patch test on my arm nothing happened and now I have a painful burn.
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"Made my skin break out all over with pus-y acne, that took over a month to calm down. Wish I could return it."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"This solution is not for sensitive skin
It made my face swell, itch, and, my skin had oil literally coming out of it
It didn't go back to normal until after five days"
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,Soooooo i payed 14$ for something thats not even all the way fullll?! That i couldve payed 7$ & it wouldve came how its sappose to. Lmao.. jokes on me right? Never again. Buying straight from ‘The Ordinary’ line cause wtf
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"Did not seem to do anything for my skin, and other chemical exfoliators form the Ordinary have shown better results"
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,It was open and spilled on the way to me but the box was fine so it must not have been closed at the facility. Really disappointing.
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,"Love these products, but I found the same exact product on their website (or ulta) for more than half the price!!! Had to send back."
The Ordinary,"The Ordinary AHA 30% + BHA 2% Peeling Solution, Advanced Exfoliating Peel for Brighter Skin",,1.0 out of 5 stars,Not the real product. It’s also way cheaper from Ulta or Sephora. I’m so disappointed - I put It on several times and nothing happened. I should Have checked the reviews
